230	229	20
230	231	10
231	17	10
231	230	10
231	232	13
232	231	13
233	229	5
233	234	40
234	24	15
234	233	40
234	235	20
235	234	20
235	236	10
235	237	10
236	11	20
236	235	10
237	235	10
237	238	5
238	35	15
238	237	5
239	216	85
239	240	65
239	241	8
240	210	8
240	229	140
240	239	65
241	239	8
241	242	28
241	243	34
242	241	28
243	27	0
243	241	34
244	245	80
244	246	95
244	577	5
245	244	80
245	246	135
245	247	8
246	30	0
246	244	95
246	245	135
247	245	8
247	248	55
247	256	30
248	247	55
248	249	22
248	575	28
249	79	0
249	248	22
249	250	15
249	251	5
250	1	0
250	249	15
251	249	5
251	252	65
251	255	95
252	251	65
252	253	45
252	254	115
253	217	45
253	252	45
254	10	5
254	23	0
254	36	25
254	252	115
254	255	65
254	301	190
255	36	25
255	37	30
255	38	30
255	251	95
255	254	65
255	256	20
255	358	60
256	16	10
256	247	30
256	255	20
256	257	140
256	278	60
257	256	140
257	258	16
257	259	20
258	257	16
259	257	20
259	260	12
259	261	20
260	259	12
261	259	20
261	262	5
261	263	5
262	261	5
262	263	5
262	264	15
262	265	20
263	261	5
263	262	5
263	266	10
264	262	15
264	265	15
264	576	3
265	262	20
265	264	15
265	270	15
266	263	10
266	267	15
266	268	10
267	13	0
267	266	15
268	266	10
268	269	20
268	270	25
269	11	15
269	31	0
269	268	20
270	265	15
270	268	25
270	271	10
271	270	10
271	272	40
272	271	40
272	273	20
272	336	95
273	20	0
273	272	20
273	425	15
273	426	150
273	584	60
274	275	40
274	277	10
275	274	40
275	579	5
276	277	30
276	579	5
277	12	0
277	46	5
277	274	10
277	276	30
278	256	60
278	279	10
278	280	24
278	349	40
279	25	0
279	278	10
279	358	15
280	2	0
280	278	24
280	281	40
281	280	40
281	282	10
282	281	10
282	283	5
282	286	50
282	346	12
283	282	5
283	284	5
283	285	40
283	314	25
284	283	5
285	283	40
285	287	20
285	311	70
286	282	50
286	287	5
286	288	10
287	285	20
287	286	5
288	286	10
288	289	10
288	290	13
289	288	10
289	290	10
290	42	15
290	288	13
290	289	10
290	291	10
290	294	45
291	290	10
291	292	15
291	295	60
292	40	0
292	291	15
292	293	58
293	47	0
293	292	58
294	42	35
294	290	45
294	295	8
294	296	20
294	300	150
295	291	60
295	294	8
295	303	40
296	294	20
296	297	15
296	298	15
297	296	15
297	298	15
297	299	10
297	302	40
298	9	0
298	296	15
298	297	15
299	3	0
299	297	10
300	42	30
300	294	150
300	301	95
301	254	190
301	300	95
301	302	105
302	297	40
302	301	105
303	295	40
303	304	135
303	327	5
304	28	0
304	303	135
304	305	85
305	304	85
305	306	10
305	307	10
306	33	0
306	305	10
307	305	10
307	308	30
307	311	20
308	307	30
308	309	10
308	321	30
309	308	10
309	310	10
309	311	10
310	29	0
310	309	10
311	285	70
311	307	20
311	309	10
311	312	20
312	311	20
312	313	18
312	320	20
313	312	18
313	314	15
313	319	20
314	283	25
314	313	15
314	315	5
315	314	5
315	316	30
315	317	35
315	318	40
316	18	0
316	315	30
317	315	35
318	29	0
318	315	40
319	29	0
319	313	20
320	29	0
320	312	20
321	308	30
321	322	10
321	339	95
322	321	10
322	323	10
323	322	10
323	324	20
324	323	20
324	325	100
325	324	100
325	326	5
325	328	20
326	21	0
326	325	5
326	359	130
326	360	60
327	22	0
327	303	5
327	359	60
327	539	80
328	325	20
328	347	30
329	43	10
329	330	10
329	331	30
330	329	10
331	43	10
331	329	30
331	332	20
331	333	10
332	19	0
332	331	20
333	331	10
333	334	10
334	333	10
334	335	70
335	334	70
335	336	5
335	337	80
336	272	95
336	335	5
337	29	0
337	335	80
338	29	0
338	339	5
339	321	95
339	338	5
340	341	30
340	345	15
341	340	30
341	342	15
342	341	15
342	343	30
342	345	30
343	18	10
343	342	30
343	344	30
344	18	10
344	343	30
344	576	20
345	340	15
345	342	30
345	576	10
346	282	12
347	328	30
347	348	40
348	347	40
349	278	40
349	350	5
350	349	5
350	351	5
351	350	5
351	352	5
352	351	5
352	353	5
353	14	0
353	352	5
353	354	15
354	353	15
354	355	515
354	356	15
355	354	515
356	44	0
356	354	15
357	206	150
357	535	15
358	255	60
358	279	15
359	326	130
359	327	60
359	361	150
359	365	300
360	326	60
360	386	70
360	387	70
360	495	220
361	106	35
361	129	50
361	359	150
361	362	15
362	127	0
362	361	15
362	363	15
363	100	0
363	362	15
363	364	15
364	101	0
364	363	15
365	58	170
365	60	165
365	61	160
365	126	25
365	131	100
365	359	300
365	366	10
365	371	170
365	384	210
366	81	0
366	365	10
366	367	15
366	393	170
367	108	0
367	366	15
367	368	15
368	109	0
368	367	15
369	114	0
369	370	20
369	371	60
370	113	0
370	369	20
370	371	70
371	86	0
371	365	170
371	369	60
371	370	70
371	373	100
372	373	130
372	374	10
373	371	100
373	372	130
374	94	0
374	372	10
374	375	25
375	374	25
375	376	25
376	59	0
376	375	25
376	377	25
377	376	25
377	378	30
377	402	30
377	404	325
378	93	5
378	377	30
378	379	100
379	92	0
379	378	100
379	380	170
380	379	170
380	381	120
380	564	150
381	78	15
381	380	120
381	382	150
381	572	75
382	78	40
382	381	150
382	383	170
382	569	180
383	86	10
383	382	170
383	384	100
383	569	200
384	50	10
384	58	35
384	60	40
384	61	45
384	85	0
384	126	185
384	131	105
384	365	210
384	383	100
384	385	150
384	550	100
385	83	0
385	110	50
385	111	40
385	130	0
385	384	150
385	549	55
385	550	25
386	360	70
386	387	15
386	388	25
386	394	155
387	360	70
387	386	15
387	394	150
387	422	30
388	72	0
388	386	25
388	389	100
389	69	0
389	388	100
389	391	90
390	55	0
390	391	20
391	56	0
391	389	90
391	390	20
391	392	30
391	393	35
392	99	0
392	391	30
393	366	170
393	391	35
393	395	30
394	133	30
394	386	155
394	387	150
394	395	25
394	418	110
395	393	30
395	394	25
395	396	70
396	96	0
396	395	70
396	397	170
396	583	30
397	396	170
397	398	100
398	397	100
398	399	20
398	401	165
399	132	0
399	398	20
399	400	40
400	102	0
400	399	40
401	398	165
401	403	40
401	580	110
402	377	30
402	403	40
403	82	0
403	95	10
403	401	40
403	402	40
404	377	325
415	98	380
415	416	100
416	415	100
416	417	100
416	503	145
417	416	100
417	418	45
417	420	50
417	500	15
418	133	50
418	394	110
418	417	45
418	419	10
419	418	10
419	420	20
420	417	50
420	419	20
420	421	20
421	420	20
421	422	20
422	64	0
422	387	30
422	421	20
423	424	80
424	423	80
424	425	100
425	273	15
425	424	100
425	578	40
426	67	0
426	273	150
426	427	40
426	428	40
426	584	90
427	63	0
427	426	40
427	428	10
427	429	25
428	62	0
428	426	40
428	427	10
428	429	30
429	39	0
429	427	25
429	428	30
430	54	75
430	431	120
430	584	60
431	430	120
431	432	20
432	431	20
483	487	70
487	483	70
493	494	60
493	496	80
494	74	0
494	493	60
494	495	65
495	360	220
495	494	65
495	501	65
496	493	80
496	497	90
497	496	90
497	498	110
497	501	60
498	70	0
498	497	110
498	499	75
498	528	110
499	498	75
499	500	145
499	502	120
500	417	15
500	499	145
500	501	75
501	495	65
501	497	60
501	500	75
502	499	120
527	52	0
527	528	40
528	71	250
528	498	110
528	527	40
528	529	50
529	528	50
531	98	285
534	535	250
534	586	70
534	587	80
535	49	0
535	357	15
535	534	250
535	536	40
536	535	40
536	584	20
537	57	20
537	538	120
537	540	170
538	73	40
538	80	25
538	84	0
538	112	60
538	537	120
538	539	15
539	327	80
539	538	15
539	549	50
540	125	65
540	537	170
540	541	130
540	547	210
541	125	65
541	128	0
541	540	130
541	542	40
541	588	35
542	541	40
542	543	30
543	542	30
543	588	40
544	51	20
544	545	150
544	588	30
545	53	40
545	97	30
545	544	150
545	546	170
546	545	170
547	540	210
547	553	85
548	549	150
548	551	30
548	552	10
549	385	55
549	539	50
549	548	150
550	384	100
550	385	25
550	551	120
551	548	30
551	550	120
551	554	150
552	87	0
552	116	40
552	548	10
552	553	100
553	115	0
553	547	85
553	552	100
554	551	150
554	556	30
554	568	20
555	90	30
555	556	60
555	557	180
555	560	120
556	554	30
556	555	60
556	560	70
556	568	50
557	555	180
557	558	215
558	557	215
558	559	130
559	90	60
559	558	130
559	560	15
559	561	110
560	118	0
560	555	120
560	556	70
560	559	15
561	91	0
561	134	40
561	559	110
561	562	150
561	567	150
562	134	25
562	561	150
562	563	130
563	562	130
563	564	20
564	380	150
564	563	20
564	566	30
565	566	10
565	567	70
565	572	75
566	89	0
566	119	20
566	120	30
566	121	35
566	564	30
566	565	10
567	561	150
567	565	70
567	568	105
567	589	35
568	554	20
568	556	50
568	567	105
568	569	10
568	589	70
569	382	180
569	383	200
569	568	10
570	107	0
570	571	20
570	589	20
571	124	0
571	570	20
572	381	75
572	565	75
572	573	25
572	574	20
573	68	0
573	572	25
573	574	25
574	66	0
574	572	20
574	573	25
575	216	30
575	248	28
576	264	3
576	344	20
576	345	10
577	34	0
577	244	5
578	8	0
578	425	40
579	15	0
579	275	5
579	276	5
580	401	110
583	396	30
584	273	60
584	426	90
584	430	60
585	6	0
585	584	10
586	65	0
586	534	70
587	77	0
587	534	80
588	541	35
588	543	40
588	544	30
589	88	0
589	117	45
589	567	35
589	568	70
589	570	20
590	536	20
590	585	10
